Dwelling Type;Climate Zone;Construction Period;Size Factor;Heating System;Initial Age;Headcount
ID;H2;1;S;GB;12;16569
ID;H2;1;S;GB;13;16569
ID;H2;1;S;GB;14;16569
ID;H2;1;S;GB;15;16569
ID;H2;1;S;GB;16;16569
ID;H2;1;S;GB;17;16569
ID;H2;1;S;GB;18;16569
ID;H2;1;S;GB;19;16569
ID;H2;1;S;CGB;0;5523
ID;H2;1;S;CGB;1;5523
ID;H2;1;S;CGB;2;5523
ID;H2;1;S;CGB;3;5523
ID;H2;1;S;CGB;4;5523
ID;H2;1;S;CGB;5;3866
ID;H2;1;S;CGB;6;3866
ID;H2;1;S;CGB;7;3866
ID;H2;1;S;CGB;8;3866
ID;H2;1;S;CGB;9;3866
ID;H2;1;S;CGB;10;1657
ID;H2;1;S;CGB;11;1657
ID;H2;1;S;CGB;12;1657
ID;H2;1;S;CGB;13;1657
ID;H2;1;S;CGB;14;1657
ID;H2;1;S;CGB;15;0
ID;H2;1;S;CGB;16;0
ID;H2;1;S;CGB;17;0
ID;H2;1;S;CGB;18;0
ID;H2;1;S;CGB;19;0
ID;H2;1;S;OB;0;560
ID;H2;1;S;OB;1;560
ID;H2;1;S;OB;2;560
ID;H2;1;S;OB;3;560
ID;H2;1;S;OB;4;560
ID;H2;1;S;OB;5;1399
ID;H2;1;S;OB;6;1399
ID;H2;1;S;OB;7;1399
ID;H2;1;S;OB;8;1399
ID;H2;1;S;OB;9;1399
ID;H2;1;S;OB;10;3638
ID;H2;1;S;OB;11;3638
ID;H2;1;S;OB;12;3638
ID;H2;1;S;OB;13;3638
ID;H2;1;S;OB;14;3638
ID;H2;1;S;OB;15;5597
ID;H2;1;S;OB;16;5597
ID;H2;1;S;OB;17;5597
ID;H2;1;S;OB;18;5597
ID;H2;1;S;OB;19;5597
ID;H2;1;S;COB;0;1399
ID;H2;1;S;COB;1;1399
ID;H2;1;S;COB;2;1399
ID;H2;1;S;COB;3;1399
ID;H2;1;S;COB;4;1399
ID;H2;1;S;COB;5;980
ID;H2;1;S;COB;6;980
ID;H2;1;S;COB;7;980
ID;H2;1;S;COB;8;980
ID;H2;1;S;COB;9;980
ID;H2;1;S;COB;10;420
ID;H2;1;S;COB;11;420
ID;H2;1;S;COB;12;420
ID;H2;1;S;COB;13;420
ID;H2;1;S;COB;14;420
ID;H2;1;S;COB;15;0
ID;H2;1;S;COB;16;0
ID;H2;1;S;COB;17;0
ID;H2;1;S;COB;18;0
ID;H2;1;S;COB;19;0
ID;H2;1;S;EHP2;0;65
ID;H2;1;S;EHP2;1;65
ID;H2;1;S;EHP2;2;65
ID;H2;1;S;EHP2;3;65
ID;H2;1;S;EHP2;4;65
ID;H2;1;S;EHP2;5;79
ID;H2;1;S;EHP2;6;79
ID;H2;1;S;EHP2;7;79
ID;H2;1;S;EHP2;8;79
ID;H2;1;S;EHP2;9;79
ID;H2;1;S;EHP2;10;72
ID;H2;1;S;EHP2;11;72
ID;H2;1;S;EHP2;12;72
ID;H2;1;S;EHP2;13;72
ID;H2;1;S;EHP2;14;72
ID;H2;1;S;EHP2;15;72
ID;H2;1;S;EHP2;16;72
ID;H2;1;S;EHP2;17;72
ID;H2;1;S;EHP2;18;72
ID;H2;1;S;EHP2;19;72
ID;H2;1;S;WB;0;1301
ID;H2;1;S;WB;1;1301
ID;H2;1;S;WB;2;1301
ID;H2;1;S;WB;3;1301
ID;H2;1;S;WB;4;1301
ID;H2;1;S;WB;5;1419
ID;H2;1;S;WB;6;1419
ID;H2;1;S;WB;7;1419
ID;H2;1;S;WB;8;1419
ID;H2;1;S;WB;9;1419
ID;H2;1;S;WB;10;1065
ID;H2;1;S;WB;11;1065
ID;H2;1;S;WB;12;1065
ID;H2;1;S;WB;13;1065
ID;H2;1;S;WB;14;1065
ID;H2;1;S;WB;15;946
ID;H2;1;S;WB;16;946
ID;H2;1;S;WB;17;946
ID;H2;1;S;WB;18;946
ID;H2;1;S;WB;19;946
ID;H2;1;S;WPB;0;0
ID;H2;1;S;WPB;1;0
ID;H2;1;S;WPB;2;0
ID;H2;1;S;WPB;3;0
ID;H2;1;S;WPB;4;0
ID;H2;1;S;WPB;5;0
ID;H2;1;S;WPB;6;0
ID;H2;1;S;WPB;7;0
ID;H2;1;S;WPB;8;0
ID;H2;1;S;WPB;9;0
ID;H2;1;S;WPB;10;0
ID;H2;1;S;WPB;11;0
ID;H2;1;S;WPB;12;0
ID;H2;1;S;WPB;13;0
ID;H2;1;S;WPB;14;0
ID;H2;1;S;WPB;15;0
ID;H2;1;S;WPB;16;0
ID;H2;1;S;WPB;17;0
ID;H2;1;S;WPB;18;0
ID;H2;1;S;WPB;19;0
ID;H2;1;S;EHP;0;594
ID;H2;1;S;EHP;1;594
ID;H2;1;S;EHP;2;594
ID;H2;1;S;EHP;3;594
ID;H2;1;S;EHP;4;594
ID;H2;1;S;EHP;5;228
ID;H2;1;S;EHP;6;228
ID;H2;1;S;EHP;7;228
ID;H2;1;S;EHP;8;228
ID;H2;1;S;EHP;9;228
ID;H2;1;S;EHP;10;0
ID;H2;1;S;EHP;11;0
ID;H2;1;S;EHP;12;0
ID;H2;1;S;EHP;13;228
ID;H2;1;S;EHP;14;228
ID;H2;1;S;EHP;15;0
ID;H2;1;S;EHP;16;0
ID;H2;1;S;EHP;17;0
ID;H2;1;S;EHP;18;0
ID;H2;1;S;EHP;19;0
ID;H2;1;L;ER;0;828
ID;H2;1;L;ER;1;828
ID;H2;1;L;ER;2;828
ID;H2;1;L;ER;3;828
ID;H2;1;L;ER;4;828
ID;H2;1;L;ER;5;828
ID;H2;1;L;ER;6;828
ID;H2;1;L;ER;7;828
ID;H2;1;L;ER;8;828
ID;H2;1;L;ER;9;828
ID;H2;1;L;ER;10;2484
ID;H2;1;L;ER;11;2484
ID;H2;1;L;ER;12;2484
ID;H2;1;L;ER;13;2484
ID;H2;1;L;ER;14;2484
ID;H2;1;L;ER;15;2484
ID;H2;1;L;ER;16;2484
ID;H2;1;L;ER;17;2484
ID;H2;1;L;ER;18;2484
ID;H2;1;L;ER;19;2484
ID;H2;1;L;GB;0;805
ID;H2;1;L;GB;1;805
ID;H2;1;L;GB;2;805
ID;H2;1;L;GB;3;805
ID;H2;1;L;GB;4;805
ID;H2;1;L;GB;5;1208
ID;H2;1;L;GB;6;1208
ID;H2;1;L;GB;7;1208
ID;H2;1;L;GB;8;1208
ID;H2;1;L;GB;9;1208
ID;H2;1;L;GB;10;3020
ID;H2;1;L;GB;11;3020
ID;H2;1;L;GB;12;3020
ID;H2;1;L;GB;13;3020
ID;H2;1;L;GB;14;3020
ID;H2;1;L;GB;15;3020
ID;H2;1;L;GB;16;3020
ID;H2;1;L;GB;17;3020
ID;H2;1;L;GB;18;3020
ID;H2;1;L;GB;19;3020
ID;H2;1;L;CGB;0;1007
ID;H2;1;L;CGB;1;1007
ID;H2;1;L;CGB;2;1007
ID;H2;1;L;CGB;3;1007
ID;H2;1;L;CGB;4;1007
ID;H2;1;L;CGB;5;705
ID;H2;1;L;CGB;6;705
ID;H2;1;L;CGB;7;705
ID;H2;1;L;CGB;8;705
ID;H2;1;L;CGB;9;705
ID;H2;1;L;CGB;10;302
ID;H2;1;L;CGB;11;302
ID;H2;1;L;CGB;12;302
ID;H2;1;L;CGB;13;302
ID;H2;1;L;CGB;14;302
ID;H2;1;L;CGB;15;0
ID;H2;1;L;CGB;16;0
ID;H2;1;L;CGB;17;0
ID;H2;1;L;CGB;18;0
ID;H2;1;L;CGB;19;0
ID;H2;1;L;OB;0;3358
ID;H2;1;L;OB;1;3358
ID;H2;1;L;OB;2;3358
ID;H2;1;L;OB;3;3358
ID;H2;1;L;OB;4;3358
ID;H2;1;L;OB;5;8396
ID;H2;1;L;OB;6;8396
ID;H2;1;L;OB;7;8396
ID;H2;1;L;OB;8;8396
ID;H2;1;L;OB;9;8396
ID;H2;1;L;OB;10;21829
ID;H2;1;L;OB;11;21829
ID;H2;1;L;OB;12;21829
ID;H2;1;L;OB;13;21829
ID;H2;1;L;OB;14;21829
ID;H2;1;L;OB;15;33584
ID;H2;1;L;OB;16;33584
ID;H2;1;L;OB;17;33584
ID;H2;1;L;OB;18;33584
ID;H2;1;L;OB;19;33584
ID;H2;1;L;COB;0;8396
ID;H2;1;L;COB;1;8396
ID;H2;1;L;COB;2;8396
ID;H2;1;L;COB;3;8396
ID;H2;1;L;COB;4;8396
ID;H2;1;L;COB;5;5877
ID;H2;1;L;COB;6;5877
ID;H2;1;L;COB;7;5877
ID;H2;1;L;COB;8;5877
ID;H2;1;L;COB;9;5877
ID;H2;1;L;COB;10;2519
ID;H2;1;L;COB;11;2519
ID;H2;1;L;COB;12;2519
ID;H2;1;L;COB;13;2519
ID;H2;1;L;COB;14;2519
ID;H2;1;L;COB;15;0
ID;H2;1;L;COB;16;0
ID;H2;1;L;COB;17;0
ID;H2;1;L;COB;18;0
ID;H2;1;L;COB;19;0
ID;H2;1;L;EHP2;0;389
ID;H2;1;L;EHP2;1;389
ID;H2;1;L;EHP2;2;389
ID;H2;1;L;EHP2;3;389
ID;H2;1;L;EHP2;4;389
ID;H2;1;L;EHP2;5;476
ID;H2;1;L;EHP2;6;476
ID;H2;1;L;EHP2;7;476
ID;H2;1;L;EHP2;8;476
ID;H2;1;L;EHP2;9;476
ID;H2;1;L;EHP2;10;433
ID;H2;1;L;EHP2;11;433
ID;H2;1;L;EHP2;12;433
ID;H2;1;L;EHP2;13;433
ID;H2;1;L;EHP2;14;433
ID;H2;1;L;EHP2;15;433
ID;H2;1;L;EHP2;16;433
ID;H2;1;L;EHP2;17;433
ID;H2;1;L;EHP2;18;433
ID;H2;1;L;EHP2;19;433
ID;H2;1;L;WB;0;781
ID;H2;1;L;WB;1;781
ID;H2;1;L;WB;2;781
ID;H2;1;L;WB;3;781
ID;H2;1;L;WB;4;781
ID;H2;1;L;WB;5;852
ID;H2;1;L;WB;6;852
ID;H2;1;L;WB;7;852
ID;H2;1;L;WB;8;852
ID;H2;1;L;WB;9;852
ID;H2;1;L;WB;10;639
ID;H2;1;L;WB;11;639
ID;H2;1;L;WB;12;639
ID;H2;1;L;WB;13;639
ID;H2;1;L;WB;14;639
ID;H2;1;L;WB;15;568
ID;H2;1;L;WB;16;568
ID;H2;1;L;WB;17;568
ID;H2;1;L;WB;18;568
ID;H2;1;L;WB;19;568
ID;H2;1;L;WPB;0;2112
ID;H2;1;L;WPB;1;2112
ID;H2;1;L;WPB;2;2112
ID;H2;1;L;WPB;3;2112
ID;H2;1;L;WPB;4;2112
ID;H2;1;L;WPB;5;2816
ID;H2;1;L;WPB;6;2816
ID;H2;1;L;WPB;7;2816
ID;H2;1;L;WPB;8;2816
ID;H2;1;L;WPB;9;2816
ID;H2;1;L;WPB;10;1056
ID;H2;1;L;WPB;11;1056
ID;H2;1;L;WPB;12;1056
ID;H2;1;L;WPB;13;1056
ID;H2;1;L;WPB;14;1056
ID;H2;1;L;WPB;15;1056
ID;H2;1;L;WPB;16;1056
ID;H2;1;L;WPB;17;1056
ID;H2;1;L;WPB;18;1056
ID;H2;1;L;WPB;19;1056
ID;H2;1;L;EHP;0;3562
ID;H2;1;L;EHP;1;3562
ID;H2;1;L;EHP;2;3562
ID;H2;1;L;EHP;3;3562
ID;H2;1;L;EHP;4;3562
ID;H2;1;L;EHP;5;1370
ID;H2;1;L;EHP;6;1370
ID;H2;1;L;EHP;7;1370
ID;H2;1;L;EHP;8;1370
ID;H2;1;L;EHP;9;1370
ID;H2;1;L;EHP;10;0
ID;H2;1;L;EHP;11;0
ID;H2;1;L;EHP;12;0
ID;H2;1;L;EHP;13;1370
ID;H2;1;L;EHP;14;1370
ID;H2;1;L;EHP;15;0
ID;H2;1;L;EHP;16;0
ID;H2;1;L;EHP;17;0
ID;H2;1;L;EHP;18;0
ID;H2;1;L;EHP;19;0
ID;H2;2;M;ER;0;1388
ID;H2;2;M;ER;1;1388
ID;H2;2;M;ER;2;1388
ID;H2;2;M;ER;3;1388
ID;H2;2;M;ER;4;1388
ID;H2;2;M;ER;5;1388
ID;H2;2;M;ER;6;1388
ID;H2;2;M;ER;7;1388
ID;H2;2;M;ER;8;1388
ID;H2;2;M;ER;9;1388
ID;H2;2;M;ER;10;4165
ID;H2;2;M;ER;11;4165
ID;H2;2;M;ER;12;4165
ID;H2;2;M;ER;13;4165
ID;H2;2;M;ER;14;4165
ID;H2;2;M;ER;15;4165
ID;H2;2;M;ER;16;4165
ID;H2;2;M;ER;17;4165
ID;H2;2;M;ER;18;4165
ID;H2;2;M;ER;19;4165
ID;H2;2;M;GB;0;2336
ID;H2;2;M;GB;1;2336
ID;H2;2;M;GB;2;2336
ID;H2;2;M;GB;3;2336
ID;H2;2;M;GB;4;2336
ID;H2;2;M;GB;5;3503
ID;H2;2;M;GB;6;3503
ID;H2;2;M;GB;7;3503
ID;H2;2;M;GB;8;3503
ID;H2;2;M;GB;9;3503
ID;H2;2;M;GB;10;8759
ID;H2;2;M;GB;11;8759
ID;H2;2;M;GB;12;8759
ID;H2;2;M;GB;13;8759
ID;H2;2;M;GB;14;8759
ID;H2;2;M;GB;15;8759
ID;H2;2;M;GB;16;8759
ID;H2;2;M;GB;17;8759
ID;H2;2;M;GB;18;8759
ID;H2;2;M;GB;19;8759
ID;H2;2;M;CGB;0;2920
ID;H2;2;M;CGB;1;2920
ID;H2;2;M;CGB;2;2920
ID;H2;2;M;CGB;3;2920
ID;H2;2;M;CGB;4;2920
ID;H2;2;M;CGB;5;2044
ID;H2;2;M;CGB;6;2044
ID;H2;2;M;CGB;7;2044
ID;H2;2;M;CGB;8;2044
ID;H2;2;M;CGB;9;2044
ID;H2;2;M;CGB;10;876
ID;H2;2;M;CGB;11;876
ID;H2;2;M;CGB;12;876
ID;H2;2;M;CGB;13;876
ID;H2;2;M;CGB;14;876
ID;H2;2;M;CGB;15;0
ID;H2;2;M;CGB;16;0
ID;H2;2;M;CGB;17;0
ID;H2;2;M;CGB;18;0
ID;H2;2;M;CGB;19;0
ID;H2;2;M;OB;0;300
ID;H2;2;M;OB;1;300
ID;H2;2;M;OB;2;300
ID;H2;2;M;OB;3;300
ID;H2;2;M;OB;4;300
ID;H2;2;M;OB;5;750
ID;H2;2;M;OB;6;750
ID;H2;2;M;OB;7;750
ID;H2;2;M;OB;8;750
ID;H2;2;M;OB;9;750
ID;H2;2;M;OB;10;1950
ID;H2;2;M;OB;11;1950
ID;H2;2;M;OB;12;1950
ID;H2;2;M;OB;13;1950
ID;H2;2;M;OB;14;1950
ID;H2;2;M;OB;15;2999
ID;H2;2;M;OB;16;2999
ID;H2;2;M;OB;17;2999
ID;H2;2;M;OB;18;2999
ID;H2;2;M;OB;19;2999
ID;H2;2;M;COB;0;750
ID;H2;2;M;COB;1;750
ID;H2;2;M;COB;2;750
ID;H2;2;M;COB;3;750
ID;H2;2;M;COB;4;750
ID;H2;2;M;COB;5;525
ID;H2;2;M;COB;6;525
ID;H2;2;M;COB;7;525
ID;H2;2;M;COB;8;525
ID;H2;2;M;COB;9;525
ID;H2;2;M;COB;10;225
ID;H2;2;M;COB;11;225
ID;H2;2;M;COB;12;225
ID;H2;2;M;COB;13;225
ID;H2;2;M;COB;14;225
ID;H2;2;M;COB;15;0
ID;H2;2;M;COB;16;0
ID;H2;2;M;COB;17;0
ID;H2;2;M;COB;18;0
ID;H2;2;M;COB;19;0
ID;H2;2;M;EHP2;0;59
ID;H2;2;M;EHP2;1;59
ID;H2;2;M;EHP2;2;59
ID;H2;2;M;EHP2;3;59
ID;H2;2;M;EHP2;4;59
ID;H2;2;M;EHP2;5;72
ID;H2;2;M;EHP2;6;72
ID;H2;2;M;EHP2;7;72
ID;H2;2;M;EHP2;8;72
ID;H2;2;M;EHP2;9;72
ID;H2;2;M;EHP2;10;66
ID;H2;2;M;EHP2;11;66
ID;H2;2;M;EHP2;12;66
ID;H2;2;M;EHP2;13;66
ID;H2;2;M;EHP2;14;66
ID;H2;2;M;EHP2;15;66
ID;H2;2;M;EHP2;16;66
ID;H2;2;M;EHP2;17;66
ID;H2;2;M;EHP2;18;66
ID;H2;2;M;EHP2;19;66
ID;H2;2;M;WB;0;1309
ID;H2;2;M;WB;1;1309
ID;H2;2;M;WB;2;1309
ID;H2;2;M;WB;3;1309
ID;H2;2;M;WB;4;1309
ID;H2;2;M;WB;5;1428
ID;H2;2;M;WB;6;1428
ID;H2;2;M;WB;7;1428
ID;H2;2;M;WB;8;1428
ID;H2;2;M;WB;9;1428
ID;H2;2;M;WB;10;1071
ID;H2;2;M;WB;11;1071
ID;H2;2;M;WB;12;1071
ID;H2;2;M;WB;13;1071
ID;H2;2;M;WB;14;1071
ID;H2;2;M;WB;15;952
ID;H2;2;M;WB;16;952
ID;H2;2;M;WB;17;952
ID;H2;2;M;WB;18;952
ID;H2;2;M;WB;19;952
ID;H2;2;M;WPB;0;162
ID;H2;2;M;WPB;1;162
ID;H2;2;M;WPB;2;162
ID;H2;2;M;WPB;3;162
ID;H2;2;M;WPB;4;162
ID;H2;2;M;WPB;5;216
ID;H2;2;M;WPB;6;216
ID;H2;2;M;WPB;7;216
ID;H2;2;M;WPB;8;216
ID;H2;2;M;WPB;9;216
ID;H2;2;M;WPB;10;81
ID;H2;2;M;WPB;11;81
ID;H2;2;M;WPB;12;81
ID;H2;2;M;WPB;13;81
ID;H2;2;M;WPB;14;81
ID;H2;2;M;WPB;15;81
ID;H2;2;M;WPB;16;81
ID;H2;2;M;WPB;17;81
ID;H2;2;M;WPB;18;81
ID;H2;2;M;WPB;19;81
ID;H2;2;M;EHP;0;540
ID;H2;2;M;EHP;1;540
ID;H2;2;M;EHP;2;540
ID;H2;2;M;EHP;3;540
ID;H2;2;M;EHP;4;540
ID;H2;2;M;EHP;5;208
ID;H2;2;M;EHP;6;208
ID;H2;2;M;EHP;7;208
ID;H2;2;M;EHP;8;208
ID;H2;2;M;EHP;9;208
ID;H2;2;M;EHP;10;0
ID;H2;2;M;EHP;11;0
ID;H2;2;M;EHP;12;0
ID;H2;2;M;EHP;13;208
ID;H2;2;M;EHP;14;208
ID;H2;2;M;EHP;15;0
ID;H2;2;M;EHP;16;0
ID;H2;2;M;EHP;17;0
ID;H2;2;M;EHP;18;0
ID;H2;2;M;EHP;19;0
ID;H2;2;S;ER;0;2231
ID;H2;2;S;ER;1;2231
ID;H2;2;S;ER;2;2231
ID;H2;2;S;ER;3;2231
ID;H2;2;S;ER;4;2231
ID;H2;2;S;ER;5;2231
ID;H2;2;S;ER;6;2231
ID;H2;2;S;ER;7;2231
ID;H2;2;S;ER;8;2231
ID;H2;2;S;ER;9;2231
ID;H2;2;S;ER;10;6693
ID;H2;2;S;ER;11;6693
ID;H2;2;S;ER;12;6693
ID;H2;2;S;ER;13;6693
ID;H2;2;S;ER;14;6693
ID;H2;2;S;ER;15;6693
ID;H2;2;S;ER;16;6693
ID;H2;2;S;ER;17;6693
ID;H2;2;S;ER;18;6693
ID;H2;2;S;ER;19;6693
ID;H2;2;S;GB;0;352
ID;H2;2;S;GB;1;352
ID;H2;2;S;GB;2;352
ID;H2;2;S;GB;3;352
ID;H2;2;S;GB;4;352
ID;H2;2;S;GB;5;528
ID;H2;2;S;GB;6;528
ID;H2;2;S;GB;7;528
ID;H2;2;S;GB;8;528
ID;H2;2;S;GB;9;528
ID;H2;2;S;GB;10;1320
ID;H2;2;S;GB;11;1320
ID;H2;2;S;GB;12;1320
ID;H2;2;S;GB;13;1320
ID;H2;2;S;GB;14;1320
ID;H2;2;S;GB;15;1320
ID;H2;2;S;GB;16;1320
ID;H2;2;S;GB;17;1320
ID;H2;2;S;GB;18;1320
ID;H2;2;S;GB;19;1320
ID;H2;2;S;CGB;0;440
ID;H2;2;S;CGB;1;440
ID;H2;2;S;CGB;2;440
ID;H2;2;S;CGB;3;440
ID;H2;2;S;CGB;4;440
ID;H2;2;S;CGB;5;308
ID;H2;2;S;CGB;6;308
ID;H2;2;S;CGB;7;308
ID;H2;2;S;CGB;8;308
ID;H2;2;S;CGB;9;308
ID;H2;2;S;CGB;10;132
ID;H2;2;S;CGB;11;132
ID;H2;2;S;CGB;12;132
ID;H2;2;S;CGB;13;132
ID;H2;2;S;CGB;14;132
ID;H2;2;S;CGB;15;0
ID;H2;2;S;CGB;16;0
ID;H2;2;S;CGB;17;0
ID;H2;2;S;CGB;18;0
ID;H2;2;S;CGB;19;0
ID;H2;2;S;OB;0;100
ID;H2;2;S;OB;1;100
ID;H2;2;S;OB;2;100
ID;H2;2;S;OB;3;100
ID;H2;2;S;OB;4;100
ID;H2;2;S;OB;5;250
ID;H2;2;S;OB;6;250
ID;H2;2;S;OB;7;250
ID;H2;2;S;OB;8;250
ID;H2;2;S;OB;9;250
ID;H2;2;S;OB;10;650
ID;H2;2;S;OB;11;650
ID;H2;2;S;OB;12;650
ID;H2;2;S;OB;13;650
ID;H2;2;S;OB;14;650
ID;H2;2;S;OB;15;1000
ID;H2;2;S;OB;16;1000
ID;H2;2;S;OB;17;1000
ID;H2;2;S;OB;18;1000
ID;H2;2;S;OB;19;1000
ID;H2;2;S;COB;0;250
ID;H2;2;S;COB;1;250
ID;H2;2;S;COB;2;250
ID;H2;2;S;COB;3;250
ID;H2;2;S;COB;4;250
ID;H2;2;S;COB;5;175
ID;H2;2;S;COB;6;175
ID;H2;2;S;COB;7;175
ID;H2;2;S;COB;8;175
ID;H2;2;S;COB;9;175
ID;H2;2;S;COB;10;75
ID;H2;2;S;COB;11;75
ID;H2;2;S;COB;12;75
ID;H2;2;S;COB;13;75
ID;H2;2;S;COB;14;75
ID;H2;2;S;COB;15;0
ID;H2;2;S;COB;16;0
ID;H2;2;S;COB;17;0
ID;H2;2;S;COB;18;0
ID;H2;2;S;COB;19;0
ID;H2;2;S;EHP2;0;20
ID;H2;2;S;EHP2;1;20
ID;H2;2;S;EHP2;2;20
ID;H2;2;S;EHP2;3;20
ID;H2;2;S;EHP2;4;20
ID;H2;2;S;EHP2;5;24
ID;H2;2;S;EHP2;6;24
ID;H2;2;S;EHP2;7;24
ID;H2;2;S;EHP2;8;24
ID;H2;2;S;EHP2;9;24
ID;H2;2;S;EHP2;10;22
ID;H2;2;S;EHP2;11;22
ID;H2;2;S;EHP2;12;22
ID;H2;2;S;EHP2;13;22
ID;H2;2;S;EHP2;14;22
ID;H2;2;S;EHP2;15;22
ID;H2;2;S;EHP2;16;22
ID;H2;2;S;EHP2;17;22
ID;H2;2;S;EHP2;18;22
ID;H2;2;S;EHP2;19;22
ID;H2;2;S;WB;0;545
ID;H2;2;S;WB;1;545
ID;H2;2;S;WB;2;545
ID;H2;2;S;WB;3;545
ID;H2;2;S;WB;4;545
ID;H2;2;S;WB;5;595
ID;H2;2;S;WB;6;595
ID;H2;2;S;WB;7;595
ID;H2;2;S;WB;8;595
ID;H2;2;S;WB;9;595
ID;H2;2;S;WB;10;446
ID;H2;2;S;WB;11;446
ID;H2;2;S;WB;12;446
ID;H2;2;S;WB;13;446
ID;H2;2;S;WB;14;446
ID;H2;2;S;WB;15;397
ID;H2;2;S;WB;16;397
ID;H2;2;S;WB;17;397
ID;H2;2;S;WB;18;397
ID;H2;2;S;WB;19;397
ID;H2;2;S;WPB;0;0
ID;H2;2;S;WPB;1;0
ID;H2;2;S;WPB;2;0
ID;H2;2;S;WPB;3;0
ID;H2;2;S;WPB;4;0
ID;H2;2;S;WPB;5;0
ID;H2;2;S;WPB;6;0
ID;H2;2;S;WPB;7;0
ID;H2;2;S;WPB;8;0
ID;H2;2;S;WPB;9;0
ID;H2;2;S;WPB;10;0
ID;H2;2;S;WPB;11;0
ID;H2;2;S;WPB;12;0
ID;H2;2;S;WPB;13;0
ID;H2;2;S;WPB;14;0
ID;H2;2;S;WPB;15;0
ID;H2;2;S;WPB;16;0
ID;H2;2;S;WPB;17;0
ID;H2;2;S;WPB;18;0
ID;H2;2;S;WPB;19;0
ID;H2;2;S;EHP;0;180
ID;H2;2;S;EHP;1;180
ID;H2;2;S;EHP;2;180
ID;H2;2;S;EHP;3;180
ID;H2;2;S;EHP;4;180
ID;H2;2;S;EHP;5;69
ID;H2;2;S;EHP;6;69
ID;H2;2;S;EHP;7;69
ID;H2;2;S;EHP;8;69
ID;H2;2;S;EHP;9;69
ID;H2;2;S;EHP;10;0
ID;H2;2;S;EHP;11;0
ID;H2;2;S;EHP;12;0
ID;H2;2;S;EHP;13;69
ID;H2;2;S;EHP;14;69
ID;H2;2;S;EHP;15;0
ID;H2;2;S;EHP;16;0
ID;H2;2;S;EHP;17;0
ID;H2;2;S;EHP;18;0
ID;H2;2;S;EHP;19;0
ID;H2;2;L;ER;0;347
ID;H2;2;L;ER;1;347
ID;H2;2;L;ER;2;347
ID;H2;2;L;ER;3;347
ID;H2;2;L;ER;4;347
ID;H2;2;L;ER;5;347
ID;H2;2;L;ER;6;347
ID;H2;2;L;ER;7;347
ID;H2;2;L;ER;8;347
ID;H2;2;L;ER;9;347
ID;H2;2;L;ER;10;1041
ID;H2;2;L;ER;11;1041
ID;H2;2;L;ER;12;1041
ID;H2;2;L;ER;13;1041
ID;H2;2;L;ER;14;1041
ID;H2;2;L;ER;15;1041
ID;H2;2;L;ER;16;1041
ID;H2;2;L;ER;17;1041
ID;H2;2;L;ER;18;1041
ID;H2;2;L;ER;19;1041
ID;H2;2;L;GB;0;375
ID;H2;2;L;GB;1;375
ID;H2;2;L;GB;2;375
ID;H2;2;L;GB;3;375
ID;H2;2;L;GB;4;375
ID;H2;2;L;GB;5;562
ID;H2;2;L;GB;6;562
ID;H2;2;L;GB;7;562
ID;H2;2;L;GB;8;562
ID;H2;2;L;GB;9;562
ID;H2;2;L;GB;10;1406
ID;H2;2;L;GB;11;1406
ID;H2;2;L;GB;12;1406
ID;H2;2;L;GB;13;1406
ID;H2;2;L;GB;14;1406
ID;H2;2;L;GB;15;1406
ID;H2;2;L;GB;16;1406
ID;H2;2;L;GB;17;1406
ID;H2;2;L;GB;18;1406
ID;H2;2;L;GB;19;1406
ID;H2;2;L;CGB;0;469
ID;H2;2;L;CGB;1;469
ID;H2;2;L;CGB;2;469
ID;H2;2;L;CGB;3;469
ID;H2;2;L;CGB;4;469
ID;H2;2;L;CGB;5;328
ID;H2;2;L;CGB;6;328
ID;H2;2;L;CGB;7;328
ID;H2;2;L;CGB;8;328
ID;H2;2;L;CGB;9;328
ID;H2;2;L;CGB;10;141
ID;H2;2;L;CGB;11;141
ID;H2;2;L;CGB;12;141
ID;H2;2;L;CGB;13;141
ID;H2;2;L;CGB;14;141
ID;H2;2;L;CGB;15;0
ID;H2;2;L;CGB;16;0
ID;H2;2;L;CGB;17;0
ID;H2;2;L;CGB;18;0
ID;H2;2;L;CGB;19;0
ID;H2;2;L;OB;0;600
ID;H2;2;L;OB;1;600
ID;H2;2;L;OB;2;600
ID;H2;2;L;OB;3;600
ID;H2;2;L;OB;4;600
ID;H2;2;L;OB;5;1500
ID;H2;2;L;OB;6;1500
ID;H2;2;L;OB;7;1500
ID;H2;2;L;OB;8;1500
ID;H2;2;L;OB;9;1500
ID;H2;2;L;OB;10;3899
ID;H2;2;L;OB;11;3899
ID;H2;2;L;OB;12;3899
ID;H2;2;L;OB;13;3899
ID;H2;2;L;OB;14;3899
ID;H2;2;L;OB;15;5999
ID;H2;2;L;OB;16;5999
ID;H2;2;L;OB;17;5999
ID;H2;2;L;OB;18;5999
ID;H2;2;L;OB;19;5999
ID;H2;2;L;COB;0;1500
ID;H2;2;L;COB;1;1500
ID;H2;2;L;COB;2;1500
ID;H2;2;L;COB;3;1500
ID;H2;2;L;COB;4;1500
ID;H2;2;L;COB;5;1050
ID;H2;2;L;COB;6;1050
ID;H2;2;L;COB;7;1050
ID;H2;2;L;COB;8;1050
ID;H2;2;L;COB;9;1050
